V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[051,03/18/2022 08:40 AM, 03/18/2022 08:40 AM, A crew is currently working on the problem, 03/18/2022 11:00 AM, 1196911];,# of Outages: 13,Customers Affected: 335,2022-03-18T15:25:28Z
events[1]=[052,03/18/2022 06:07 AM, 03/18/2022 06:07 AM, A crew is currently working on the problem, 03/18/2022 12:30 PM, 1196893];,# of Outages: 13,Customers Affected: 335,2022-03-18T15:25:28Z
events[2]=[052,03/18/2022 06:49 AM, 03/18/2022 06:49 AM, A crew is currently working on the problem, 03/18/2022 12:30 PM, 1196900];,# of Outages: 13,Customers Affected: 335,2022-03-18T15:25:28Z
events[3]=[052,03/18/2022 08:39 AM, 03/18/2022 08:39 AM, A crew is currently working on the problem, 03/18/2022 12:30 PM, 1196909];,# of Outages: 13,Customers Affected: 335,2022-03-18T15:25:28Z
events[4]=[052,03/18/2022 09:17 AM, 03/18/2022 09:17 AM, A crew is currently working on the problem, 03/18/2022 12:30 PM, 1196914];,# of Outages: 13,Customers Affected: 335,2022-03-18T15:25:28Z
events[5]=[071,03/18/2022 09:29 AM, 03/18/2022 09:29 AM, A crew is currently working on the problem, 03/18/2022 12:30 PM, 1196916];,# of Outages: 13,Customers Affected: 335,2022-03-18T15:25:28Z
events[6]=[072,03/18/2022 09:57 AM, 03/18/2022 09:57 AM, A crew is currently working on the problem, 03/18/2022 12:30 PM, 1196919];,# of Outages: 13,Customers Affected: 335,2022-03-18T15:25:28Z
events[7]=[074,03/18/2022 09:35 AM, 03/18/2022 09:35 AM, Trouble Shooter is determining repairs required, , 1196917];,# of Outages: 13,Customers Affected: 335,2022-03-18T15:25:28Z
events[8]=[074,03/18/2022 09:36 AM, 03/18/2022 09:36 AM, Trouble Shooter is determining repairs required, , 1196918];,# of Outages: 13,Customers Affected: 335,2022-03-18T15:25:28Z
events[9]=[083,03/18/2022 09:11 AM, 03/18/2022 09:11 AM, A crew is currently working on the problem, 03/18/2022 01:30 PM, 1196913];,# of Outages: 13,Customers Affected: 335,2022-03-18T15:25:28Z
events[10]=[087,03/18/2022 06:42 AM, 03/18/2022 06:42 AM, A crew is currently working on the problem, 03/18/2022 02:30 PM, 1196898];,# of Outages: 13,Customers Affected: 335,2022-03-18T15:25:28Z
events[11]=[087,03/18/2022 07:06 AM, 03/18/2022 07:06 AM, A crew is currently working on the problem, 03/18/2022 02:30 PM, 1196902];,# of Outages: 13,Customers Affected: 335,2022-03-18T15:25:28Z
events[12]=[101,03/18/2022 10:12 AM, 03/18/2022 10:12 AM, The extent of the outage has been determined, , 1196921];,# of Outages: 13,Customers Affected: 335,2022-03-18T15:25:28Z
