V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[076,06/05/2022 06:15 AM, 06/05/2022 06:15 AM, Waiting to be analyzed, , 1211732];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[1]=[076,06/05/2022 06:16 AM, 06/05/2022 06:16 AM, Waiting to be analyzed, , 1211733];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[2]=[076,06/05/2022 06:17 AM, 06/05/2022 06:17 AM, Waiting to be analyzed, , 1211734];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[3]=[076,06/05/2022 06:17 AM, 06/05/2022 06:17 AM, Waiting to be analyzed, , 1211735];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[4]=[077,06/05/2022 05:40 AM, 06/05/2022 05:40 AM, Waiting for an available crew to perform repairs, , 1211726];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[5]=[077,06/05/2022 05:42 AM, 06/05/2022 05:42 AM, Waiting for an available crew to perform repairs, , 1211728];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[6]=[086,06/04/2022 11:36 PM, 06/04/2022 11:36 PM, A crew is currently working on the problem, 06/05/2022 06:30 AM, 1211639];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[7]=[087,06/05/2022 03:58 AM, 06/05/2022 03:58 AM, Waiting to be analyzed, , 1211696];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[8]=[088,06/05/2022 05:17 AM, 06/05/2022 05:17 AM, Customer Svc is working this single customer outage, , 1211711];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[9]=[101,06/05/2022 05:38 AM, 06/05/2022 05:38 AM, Waiting to be analyzed, , 1211723];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[10]=[101,06/05/2022 05:41 AM, 06/05/2022 05:41 AM, Waiting to be analyzed, , 1211727];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[11]=[101,06/05/2022 06:02 AM, 06/05/2022 06:02 AM, Waiting to be analyzed, , 1211731];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[12]=[102,06/05/2022 04:24 AM, 06/05/2022 04:24 AM, Trouble Shooter is determining repairs required, , 1211701];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[13]=[102,06/05/2022 05:08 AM, 06/05/2022 05:08 AM, Trouble Shooter is determining repairs required, , 1211708];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[14]=[102,06/05/2022 05:22 AM, 06/05/2022 05:22 AM, Customer Svc is working this single customer outage, , 1211715];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[15]=[102,06/05/2022 06:02 AM, 06/05/2022 06:02 AM, Waiting to be analyzed, , 1211730];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[16]=[102,06/05/2022 06:02 AM, 06/05/2022 06:02 AM, Waiting to be analyzed, , 1211731];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[17]=[103,06/05/2022 05:46 AM, 06/05/2022 05:46 AM, Customer Svc is working this single customer outage, , 1211729];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
events[18]=[116,06/05/2022 04:05 AM, 06/05/2022 04:05 AM, Trouble Shooter is determining repairs required, , 1211698];,# of Outages: 18,Customers Affected: 3384,2022-06-05T11:27:48Z
