V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[006,08/28/2022 02:38 PM, 08/28/2022 02:38 PM, Tree Trimming is clearing debris from the area, , 1226977];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[1]=[007,08/28/2022 02:38 PM, 08/28/2022 02:38 PM, Tree Trimming is clearing debris from the area, , 1226977];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[2]=[017,08/28/2022 02:06 PM, 08/28/2022 02:06 PM, Trouble Shooter is determining repairs required, , 1226974];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[3]=[040,08/28/2022 07:24 AM, 08/28/2022 07:24 AM, A crew is currently working on the problem, 08/28/2022 06:00 PM, 1226904];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[4]=[042,08/28/2022 04:11 PM, 08/28/2022 04:11 PM, The extent of the outage has been determined, , 1226991];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[5]=[049,08/28/2022 11:32 AM, 08/28/2022 11:32 AM, A crew is currently working on the problem, 08/28/2022 05:00 PM, 1226965];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[6]=[050,08/27/2022 05:36 PM, 08/27/2022 05:36 PM, A crew is currently working on the problem, 08/28/2022 06:00 PM, 1226847];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[7]=[051,08/27/2022 04:28 PM, 08/27/2022 04:28 PM, Waiting for an available crew to perform repairs, , 1226844];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[8]=[051,08/28/2022 07:24 AM, 08/28/2022 07:24 AM, A crew is currently working on the problem, 08/28/2022 06:00 PM, 1226904];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[9]=[051,08/28/2022 09:26 AM, 08/28/2022 09:26 AM, Trouble Shooter is determining repairs required, , 1226940];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[10]=[059,08/28/2022 03:07 PM, 08/28/2022 03:07 PM, Waiting for an available crew to perform repairs, , 1226985];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[11]=[060,08/28/2022 03:07 PM, 08/28/2022 03:07 PM, Waiting for an available crew to perform repairs, , 1226985];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[12]=[060,08/28/2022 11:32 AM, 08/28/2022 11:32 AM, A crew is currently working on the problem, 08/28/2022 05:00 PM, 1226965];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[13]=[070,08/28/2022 03:07 PM, 08/28/2022 03:07 PM, Waiting for an available crew to perform repairs, , 1226985];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[14]=[071,08/28/2022 03:07 PM, 08/28/2022 03:07 PM, Waiting for an available crew to perform repairs, , 1226985];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[15]=[071,08/28/2022 12:48 PM, 08/28/2022 12:48 PM, A crew is currently working on the problem, 08/28/2022 07:00 PM, 1226969];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[16]=[072,08/28/2022 02:48 PM, 08/28/2022 02:48 PM, Trouble Shooter is determining repairs required, , 1226980];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[17]=[085,08/28/2022 01:47 PM, 08/28/2022 01:47 PM, Waiting for an available crew to perform repairs, , 1226971];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[18]=[088,08/28/2022 03:35 PM, 08/28/2022 03:35 PM, Customer Svc is working this single customer outage, , 1226987];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[19]=[112,08/28/2022 01:34 AM, 08/28/2022 01:34 AM, A crew is currently working on the problem, 08/28/2022 06:30 PM, 1226877];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[20]=[113,08/28/2022 10:58 AM, 08/28/2022 10:58 AM, A crew is currently working on the problem, 08/28/2022 06:00 PM, 1226957];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
events[21]=[114,08/28/2022 03:40 PM, 08/28/2022 03:40 PM, Trouble Shooter is determining repairs required, , 1226988];,# of Outages: 16,Customers Affected: 363,2022-08-28T21:53:27Z
