V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[049,04/12/2022 12:48 PM, 04/12/2022 12:48 PM, A crew is currently working on the problem, 04/12/2022 04:30 PM, 1201048];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[1]=[049,04/12/2022 12:49 PM, 04/12/2022 12:49 PM, A crew is currently working on the problem, 04/12/2022 04:30 PM, 1201050];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[2]=[062,04/12/2022 01:38 PM, 04/12/2022 01:38 PM, Customer Svc is working this single customer outage, , 1201060];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[3]=[071,04/12/2022 02:35 AM, 04/12/2022 02:35 AM, Trouble Shooter is determining repairs required, , 1200838];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[4]=[072,04/12/2022 01:11 PM, 04/12/2022 01:11 PM, Customer Svc is working this single customer outage, , 1201055];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[5]=[073,04/12/2022 08:17 AM, 04/12/2022 08:17 AM, A crew is currently working on the problem, 04/12/2022 04:00 PM, 1200995];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[6]=[074,04/12/2022 11:31 AM, 04/12/2022 11:31 AM, A crew is currently working on the problem, 04/12/2022 02:30 PM, 1201036];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[7]=[077,04/12/2022 01:37 PM, 04/12/2022 01:37 PM, Customer Svc is working this single customer outage, , 1201058];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[8]=[086,04/12/2022 01:52 PM, 04/12/2022 01:52 PM, Waiting to be analyzed, , 1201062];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[9]=[088,04/12/2022 10:14 AM, 04/12/2022 10:14 AM, A crew is currently working on the problem, 04/12/2022 03:30 PM, 1201024];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[10]=[089,04/12/2022 01:50 PM, 04/12/2022 01:50 PM, The extent of the outage has been determined, , 1201061];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[11]=[089,04/12/2022 10:14 AM, 04/12/2022 10:14 AM, A crew is currently working on the problem, 04/12/2022 03:30 PM, 1201024];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[12]=[097,04/12/2022 12:58 PM, 04/12/2022 12:58 PM, A crew is currently working on the problem, 04/12/2022 03:30 PM, 1201051];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[13]=[101,04/12/2022 06:05 AM, 04/12/2022 06:05 AM, A crew is currently working on the problem, 04/12/2022 03:30 PM, 1200970];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[14]=[102,04/12/2022 01:37 AM, 04/12/2022 01:37 AM, A crew is currently working on the problem, 04/12/2022 02:30 PM, 1200831];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[15]=[102,04/12/2022 12:19 AM, 04/12/2022 12:19 AM, A crew is currently working on the problem, 04/12/2022 03:00 PM, 1200824];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[16]=[102,04/12/2022 12:33 PM, 04/12/2022 12:33 PM, A crew is currently working on the problem, 04/12/2022 04:30 PM, 1201043];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[17]=[104,04/12/2022 01:18 PM, 04/12/2022 01:18 PM, Trouble Shooter is determining repairs required, , 1201056];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[18]=[112,04/12/2022 12:39 PM, 04/12/2022 12:39 PM, Customer Svc is working this single customer outage, , 1201045];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[19]=[114,04/12/2022 10:16 AM, 04/12/2022 10:16 AM, A crew is currently working on the problem, 04/12/2022 03:00 PM, 1201027];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[20]=[114,04/12/2022 10:16 AM, 04/12/2022 10:16 AM, A crew is currently working on the problem, 04/12/2022 03:00 PM, 1201028];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[21]=[133,04/12/2022 07:19 AM, 04/12/2022 07:19 AM, A crew is currently working on the problem, 04/12/2022 03:30 PM, 1200980];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
events[22]=[134,04/12/2022 07:05 AM, 04/12/2022 07:05 AM, A crew is currently working on the problem, 04/12/2022 03:30 PM, 1200977];,# of Outages: 22,Customers Affected: 558,2022-04-12T18:55:37Z
